title,author,date,lure,link
Researchers created a Game Boy that doesn't need batteries,Igor Bonifacic,09.07.2020,"With four simple AA batteries, you could play games like Tetris and Super Mario Land for about 10 to... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAMnh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fengage-game-boy-211023869.html/RK=2/RS=dSzC79j0aGCfdG.nH7vETNLlxP4-
"After 27 years, 'Doom' and 'Doom 2' get widescreen support",Igor Bonifacic,09.04.2020,"Later this year, Doom and Doom 2 will turn 27 and 26 years old, respectively. If you plan to replay... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIANHh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fdoom-widescreen-update-id-software-193038543.html/RK=2/RS=Zhq3sQWXNMfqtjsXrDjsvC_jYkg-
The Morning After: Nintendo turned 'Super Mario' into a battle royale,Engadget,09.04.2020,Yesterday was interrupted by all the Mario game news you could ever want in a lifetime. Well kinda... ,https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIANnh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-bros-35-battle-royale-tma-111520748.html/RK=2/RS=C.nVgaEfJAipKeCECOTqL33ErcY-
'Super Mario 3D World' gets a second chance on the Switch,Chris Velazco,09.03.2020,"Super Mario 3D World might be one of the best examples of that unfortunate trend, but now, Nintendo... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAOHh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-3d-world-plus-bowsers-fury-switch-wii-u-143718527.html/RK=2/RS=2EDrjzJ_AN1aYHkEWCsr6cMQalE-
'Super Mario Bros. 35' turns the classic platformer into a battle royale,Nathan Ingraham,09.03.2020,"In a surprise Nintendo Direct presentation this morning, Nintendo announced a slew of games... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAOnh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-bros-35-battle-royale-135651383.html/RK=2/RS=IvYzdEOiu.rL9Fc_BY9JVLJoX_Q-
Nintendo will release a Super Mario Game & Watch for the holidays,Daniel Cooper,09.03.2020,"To celebrate the 35th anniversary of Super Mario Bros., Nintendo is throwing all sorts of goodies at... ",https://search.engadget.com/click/_ylt=AwrEqQKFjO1jhzIAPHh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-game-and-watch-mario-35th-anniversary-134844368.html/RK=2/RS=oArb33iKeIMCCNMKrOk05m2LDkA-
"Race tiny, real-life RC cars in 'Mario Kart Live: Home Circuit'",Chris Velazco,09.03.2020,Nintendo is celebrating the 35th anniversary of Super Mario Bros. with lots of truly wild... ,https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAm3t8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-kart-live-home-circuit-nintendo-switch-mixed-reality-134220227.html/RK=2/RS=p82IxCoTqjD2KpwBuzt9j_0Nz30-
‘Super Mario 3D All-Stars’ comes to Nintendo Switch on September 18th,Nathan Ingraham,09.03.2020,"Over the span of 35 years, Nintendo’s mainline Mario games have split into two distinct categories:... ",https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAnXt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-3d-all-stars-133933418.html/RK=2/RS=NrLBADanIDFJO.zGFsqyVLl6aDI-
Nintendo now lets gamers cancel Switch eShop pre-orders,Daniel Cooper,09.01.2020,"If you’ve ever pre-ordered a Switch game and then changed your mind, you’ll know that Nintendo... ",https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAn3t8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-eshop-pre-order-policy-change-080633258.html/RK=2/RS=3GiaT63cFBYqdWXZ1VvkRh0tRQ4-
8BitDo is making a customizable arcade stick for Switch and PC players,Nick Summers,08.31.2020,8BitDo has unveiled a new arcade stick that looks like the lovechild of a Nintendo Entertainment... ,https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAoXt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f8bitdo-arcade-stick-controller-nintendo-switch-pc-150046976.html/RK=2/RS=nqcaUA6FXKL8aUQEeEsC0j.Y92w-
"The best deals we found this week: AirPods Pro, Galaxy Buds+ and more",Valentina Palladino,08.28.2020,You have a number of good options to choose from if you need a new pair of wireless earbuds and... ,https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAo3t8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fweekly-deals-apple-airpods-pro-samsung-galaxy-buds-plus-162931987.html/RK=2/RS=4rNvtDOyZb62ku4pjiH5sAvVDVo-
Someone squeezed a Nintendo Wii into a Game Boy Color-like case,Kris Holt,08.28.2020,"The Wii has a ton of great games that Nintendo hasn’t ported to the Switch, and it probably won’t do... ",https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIApXt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-wii-handheld-console-mod-153954715.html/RK=2/RS=u3SXpjOPsem426S0JtNXaxQgaLM-
"'The Last Campfire' from Hello Games hits consoles, iOS and PC tomorrow",Igor Bonifacic,08.26.2020,"The Last Campfire, the new game from No Man's Sky developer Hello Games, comes out on August 27th.... ",https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAp3t8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fhelllo-games-the-last-campfire-233501636.html/RK=2/RS=.O5lMlOkJsWbTn2dN0niGrnD7UI-
Bloomberg: Nintendo is working on a 4K-capable Switch for 2021,Richard Lawler,08.25.2020,The other part of the report is that a “slew of games from Nintendo itself and related outside... ,https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAqXt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-4k-061428807.html/RK=2/RS=nYJhm6_7wK2rBC9jalc7lPQQLzU-
"'Crysis Remastered' can run in 8K, if your PC can handle it",Kris Holt,08.21.2020,"Along with a release date, Crytek and co-developer Saber Interactive unleashed a trailer that shows... ",https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIAq3t8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcrysis-remastered-release-date-trailer-pc-ps4-xbox-one-152516565.html/RK=2/RS=Pi7VdW6v.ojXbUi_kmRllIx9aDY-
IKEA Taiwan recreates its iconic catalog using Animal Crossing,Steve Dent,08.21.2020,IKEA Taiwan has recreated parts of its catalog on Facebook using the iconic characters and in-game... ,https://search.engadget.com/click/_ylt=AwrEsmSGjO1jrDIArXt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541190/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fikea-taiwan-recreates-its-iconic-catalog-using-animal-crossing-124504158.html/RK=2/RS=w44yWut3h_gV1zHQlu_nnsuwB8Y-
Nintendo Switch games are up to 50 percent off in eShop sale,Valentina Palladino,08.20.2020,"If you’ve worn out the games you have on your Nintendo Switch already, you can pick up a few new... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAIhV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-digital-game-sale-share-the-fun-202114448.html/RK=2/RS=yFzhRraMcUXJwKTh4OLmZcUshA4-
Nintendo is bringing the Switch to Brazil at last,Kris Holt,08.19.2020,"More than five years after it stopped all of its direct sales in Brazil, Nintendo says it will soon... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAJBV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-brazil-152833236.html/RK=2/RS=8H6VW1ep6ILnC6G831AwzF.6kBM-
Nintendo's 'Ring Fit Adventure' is $10 off at Amazon,Valentina Palladino,08.18.2020,"Update 4:24pm ET: New Ring Fit Adventure units have sold out. The deal price is no longer available,... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAJhV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-ring-fit-adventure-deal-amazon-194018747.html/RK=2/RS=3JuPDffaBBmBsZ_RQi5NXQnPbDM-
Stylish PC roguelike 'Hades' heads to Switch this fall,Jessica Conditt,08.18.2020,"The Prince of Hell is heading to Switch. Hades, the stylish action-RPG from Supergiant Games, will... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAKBV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fhades-switch-release-fall-170212208.html/RK=2/RS=g5NX8woOwG2lIoTM3R8YzPmcv40-
'Subnautica' arrives on Nintendo Switch in early 2021,Kris Holt,08.18.2020,It took quite some time before alien undersea survival game Subnautica made its way from PC and Xbox... ,https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAKhV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsubnuatica-nintendo-switch-below-zero-163337587.html/RK=2/RS=ISmbBpe8BlJ.BKCztqrxVzHwJCg-
Nintendo will show 20 minutes of indie Switch games tomorrow,Kris Holt,08.17.2020,"Although it's been almost a year since the last full-blown Nintendo Direct, the company has run a... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AALBV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-indie-world-showcase-162810614.html/RK=2/RS=AZ1_4nFMeXP8IGgsip5ZloU.yWc-
People are still spending record amounts on gaming in the US this year,Nathan Ingraham,08.10.2020,"If it wasn’t already obvious that the coronavirus has been a boon for the video game market,... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AALhV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2frecord-video-game-spending-us-q2-2020-163834813.html/RK=2/RS=TI2Xqjo0whVGToEA9z1wpKESaGQ-
Nintendo Switch hardware and software sales exploded over spring,Nick Summers,08.06.2020,The first quarter of Nintendo's financial year is usually a quiet one. Switch sales dip to their... ,https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAMBV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-hardware-software-sales-double-year-over-year-075033312.html/RK=2/RS=bZI.MLb_ktUQ.cH4qBjgcGSTefk-
'Pikmin 3 Deluxe' brings a beloved Wii U gem to Switch on October 30th,Igor Bonifacic,08.05.2020,Another Wii U classic is making its way to the Nintendo Switch. Nintendo will release an expanded... ,https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AAMhV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpikmin-3-deluxe-nintendo-switch-october-30-184105730.html/RK=2/RS=R_A.UdZPDYKcvL.C76Q7uVT574w-
Where do you stand on the Nintendo Switch Pro Controller?,Kris Naudus,07.31.2020,"If you’re serious about Nintendo Switch gaming, chances are you probably own a Pro Controller. It’s... ",https://search.engadget.com/click/_ylt=AwrNZ9SGjO1jN5AANBV8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-pro-controller-user-reviews-wanted-150038174.html/RK=2/RS=ZMOTNnS5y32kU_Qtc5nsUrrs6kw-
Cloud saves are coming to ‘Animal Crossing’ on July 30th,Christine Fisher,07.28.2020,"Animal Crossing’s second summer update, Wave 2, arrives in just two days, and it’s bringing a... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAaAF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-summer-update-wave-2-145857657.html/RK=2/RS=wuEhPkkz2dv3N2wDxAuKlYu.zPQ-
Nintendo Switch Pro Controller drops to $59 at Amazon,Valentina Palladino,07.28.2020,One of the most useful accessories for the Nintendo Switch hit its lowest price ever (and is... ,https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAagF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-pro-controller-sale-amazon-145459950.html/RK=2/RS=zcRGHq3onSCHN_VUm9cwm2gFgZ8-
PowerA’s cute Nano Switch controller is great for small hands,Kris Naudus,07.28.2020,With Nintendo-made replacements hard to come by I ended up looking at third-party options from... ,https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAbAF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpowera-nano-enhanced-wireless-controller-switch-hands-on-123033245.html/RK=2/RS=zyus6gsBWj.v__qeMMaLotHD478-
Nintendo 'gigaleak' reveals the classic games that never were,Jon Fingas,07.26.2020,"If you’ve ever wondered how Nintendo’s classic games evolved before they reached store shelves, you... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAbgF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-game-code-art-leak-232524453.html/RK=2/RS=aTd0Krc9T0UsOY0xEYRzbHMDU0U-
'Mario Kart Tour' finally works in landscape mode,Christine Fisher,07.20.2020,"When Nintendo introduced Mario Kart Tour for Android and iPhone last year, it made a couple of... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAcAF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-mario-kart-tour-landscape-mode-151902865.html/RK=2/RS=_cd3ehMTFJuW84rmQoS5WYNWW40-
'Shin Megami Tensei V' arrives on Switch in 2021,Kris Holt,07.20.2020,"The next iteration of Shin Megami Tensei has been in the works for several years, and while we... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAcgF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fshin-megami-tensei-v-release-date-nintendo-switch-143322214.html/RK=2/RS=SNMmzlA1XbHKYPW3BK8zPboUVcM-
Watch Nintendo's 'Direct Mini: Partner Showcase' at 10AM ET,Steve Dent,07.20.2020,"After holding a surprise “Direct Mini” event in March, Nintendo has announced that it’s holding... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAdAF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-mini-independent-game-showcase-070007600.html/RK=2/RS=kWP_.Y6mkQQ76g3dBmE_lcwbUAs-
'Crysis Remastered' trailer proves the Switch can run 'Crysis',Kris Holt,07.17.2020,"Back when Crysis debuted in 2007, it was nigh-on unfathomable that you’d be able to play the... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAdgF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcrysis-remastered-nintendo-switch-trailer-165555689.html/RK=2/RS=cc05Muvj0AMkmKpooT8nbEtibE0-
Lego's buildable NES console comes with a 'playable' game,Nick Summers,07.14.2020,"Following yesterday’s tantalizing tweet, Lego has officially unveiled its brick-based replica of the... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAeAF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flego-nintendo-entertainment-system-nes-launch-august-1-130044770.html/RK=2/RS=_Y6P3owX20AeD1qL85hZsf_YyQI-
Nintendo's Labo VR starter set drops to $20 at Best Buy,Igor Bonifacic,07.14.2020,"Switch fans looking to start or expand a Labo collection, take note: Best Buy has lowered the price... ",https://search.engadget.com/click/_ylt=AwrFawmHjO1jqZsAegF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541191/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnitntendo-labo-sale-best-buy-090049917.html/RK=2/RS=ug_nMZXqMo83QTghU27voPMkuZo-
Lego is teasing a buildable NES console set,Nathan Ingraham,07.13.2020,"The first Lego / Super Mario Bros. mashup will be on sale in just a few weeks, but Lego is already... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoATyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flego-nintendo-nes-console-set-132354763.html/RK=2/RS=DQRHF4eo.YwEoCtjPOl2mH7u1lw-
This pressure-sensitive stylus lets you draw on the Switch,Richard Lai,07.13.2020,"When the Nintendo DS came with a stylus at launch, some developers used this feature to create... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAUSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcolors-live-sonarpen-stylus-nintendo-switch-drawing-game-120019283.html/RK=2/RS=9Yys0Zyxi0dAI945fyYwbkdLEwQ-
"This week's best deals: AirPods, Nintendo Switch game sale and more",Valentina Palladino,07.10.2020,Apple’s AirPods with wireless charging case remain on sale for $150 and you can still grab a bunch... ,https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAUyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fweekly-deals-apple-airpods-gamestop-nintendo-switch-game-sale-173038712.html/RK=2/RS=BfxNPJtT2rm145Cf7VS0fNpGTyo-
Superhot's standalone expansion will be free if you bought the original,Igor Bonifacic,07.09.2020,"Superhot: Mind Control Delete, the sequel to one of the most inventive shooters from the past couple... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAVSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuperhot-mind-control-delete-191650123.html/RK=2/RS=Cg6xB9QciC8cqQKMRyrQ.I0s1xQ-
Here's 10 minutes of 'Paper Mario: The Origami King' gameplay,Jessica Conditt,07.09.2020,Paper Mario: The Origami King hits the Switch on July 17th. This is the sixth main entry in the... ,https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAVyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpaper-mario-origami-king-gameplay-preview-video-130038680.html/RK=2/RS=.v00gomjku3k7xj5Jq8gSrEftEc-
Nintendo Switch Online is adding 'Donkey Kong Country' this month,Mariella Moon,07.08.2020,"Nintendo has added another batch of retro games to its Switch Online service, and one of them may... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAWSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-online-adds-donkey-kong-country-for-july-053119477.html/RK=2/RS=nxpwM1uPx_pQGQWQ191T76zV6iE-
A number of first-party Nintendo Switch games are on sale at GameStop,Ann Smajstrla,07.06.2020,"If you own a Nintendo Switch and are bored staying home, you’re in luck -- almost 40 Switch games... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAWyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-games-mario-yoshi-sale-game-stop-200508776.html/RK=2/RS=SB9eLwhSjWXo3TI4UQf5mB_WCto-
How to pick the best gaming subscription for you,Mat Smith,07.06.2020,"Now, it’s too early to talk PS5 and Xbox Series X, but this also means current-gen consoles, nearing... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAXSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fgaming-subscriptions-guide-150008106.html/RK=2/RS=iNr2aq7pC0Pc1SLvb5oI7q0ryh4-
Animal Crossing fans get real about the fictional NookPhone,Kris Naudus,07.04.2020,"Animal Crossing: New Horizons may be set in a tranquil island paradise, but even there you can’t... ",https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAXyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fanimal-crossing-nookphone-user-review-roundup-130033026.html/RK=2/RS=VcFCiNo_JeevZQkjxTuKMB7M_rw-
Nintendo makes vague apology for Joy-Con drift issues,Ann Smajstrla,06.30.2020,Nintendo President Shuntaro Furukawa apologized for problems with the Switch’s Joy-Cons during a... ,https://search.engadget.com/click/_ylt=AwrFOgaHjO1jWIoAYSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-president-apologizes-joy-con-drift-161644217.html/RK=2/RS=0V112fIw2NmhKDgacBAMTB1kJDQ-
PowerA's Nano Enhanced is a compact Switch controller with pro features,Rachel England,06.29.2020,The Nano Enhanced Wireless controller — which looks just like Nintendo's own Pro controller — is a... ,https://search.engadget.com/click/_ylt=AwrE_KaIjO1jKygTDOt8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fperipherals-maker-power-a-launches-compact-gamepad-for-the-switch-160012819.html/RK=2/RS=TdlhgGVJsArPrskEZmGp0xDR11Q-
The Morning After: COVID-19 delays Super Nintendo World theme park indefinitely,Engadget,06.29.2020,"Universal Studios’ theme park in Japan tentatively reopened to visitors on June 8th, but over the... ",https://search.engadget.com/click/_ylt=AwrE_KaIjO1jKygTDut8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541192/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fthe-morning-after-nintendo-theme-park-113033164.html/RK=2/RS=Oqm3zjzRDgqnHzKXQOOF6.wSFNU-
